time,cpu@tsung_controller@ip-172-31-28-38 
0,4.272702871969222 
10,7.577268195413758 
20,1.9 
30,1.002004008016032 
40,0.9045226130653266 
50,0.9054325955734407 
60,0.4012036108324975 
70,0.8008008008008007 
80,0.6024096385542169 
90,0.4016064257028112 
100,2.8112449799196786 
110,3.842264914054601 
120,4.540867810292633 
130,3.4482758620689653 
140,2.2357723577235773 
150,2.5380710659898478 
160,2.233502538071066 
170,2.129817444219067 
180,2.224469160768453 
190,1.7154389505549947 
200,1.9133937562940584 
210,1.5120967741935485 
220,3.5070140280561124 
230,1.306532663316583 
240,1.3052208835341366 
250,1.001001001001001 
260,1.001001001001001 
270,0.802407221664995 
280,0.7014028056112225 
290,0.501002004008016 
300,0.5015045135406219 
310,0.8 
320,0.8008008008008007 
330,0.5035246727089627 
340,2.7027027027027026 
350,2.50501002004008 
360,0.9036144578313252 
370,1.0999999999999999 
380,0.501002004008016 
390,0.8008008008008007 
400,0.7014028056112225 
410,0.9009009009009009 
420,2.4024024024024024 
430,0.8991008991008992 
440,0.7014028056112225 
450,0.7007007007007007 
460,4.3 
470,4.0 
476,4.004004004004004 
