time,cpu@tsung_controller@ip-172-31-28-38 
0,2.0369348842786907 
10,2.0369348842786907 
20,0.7000000000000001 
30,0.6012024048096193 
40,0.6012024048096193 
50,0.6012024048096193 
60,0.6012024048096193 
70,0.6012024048096193 
80,0.6012024048096193 
90,0.6012024048096193 
100,0.6012024048096193 
110,0.6012024048096193 
120,0.6012024048096193 
130,0.6012024048096193 
140,0.6012024048096193 
150,0.6012024048096193 
160,0.6012024048096193 
170,0.6012024048096193 
180,0.6012024048096193 
190,0.6012024048096193 
200,0.6012024048096193 
210,0.6012024048096193 
220,0.6012024048096193 
230,0.6012024048096193 
240,0.6012024048096193 
243,0.4008016032064128 
