time,page 
0,3.9 
10,5.2 
20,8 
30,16.8 
40,26.8 
50,29.4 
60,35.6 
70,37 
80,42.6 
90,49.4 
100,91.9 
110,127.5 
120,143 
130,139.9 
140,126.2 
150,129.1 
160,127 
170,114.5 
180,94.4 
190,85.1 
200,73.8 
210,75.5 
220,46.5 
230,12.6 
240,3.6 
243,0.1 
