time,page 
0,483.152 
10,483.152 
20,483.152 
30,483.152 
40,791.839 
50,2109.395 
60,2708.362 
70,4205.65 
80,6132.329 
90,9611.099 
100,9611.099 
110,10376.257 
120,10376.257 
130,10376.257 
140,10376.257 
150,10376.257 
160,10376.257 
170,10376.257 
180,10376.257 
190,10376.257 
200,10376.257 
210,10376.257 
220,10376.257 
230,10376.257 
240,10376.257 
243,10376.257 
