time,users_count,finish_users_count 
0,8,0 
10,14,0 
20,18,0 
30,35,0 
40,56,0 
50,80,0 
60,115,1 
70,156,4 
80,202,4 
90,274,5 
100,349,7 
110,421,12 
120,433,15 
130,433,22 
140,433,30 
150,433,41 
160,433,56 
170,433,82 
180,433,107 
190,433,145 
200,433,214 
210,433,309 
220,433,391 
230,433,420 
240,433,433 
243,433,433 
