time,recvpackets@tsung_controller@ip-172-31-28-38 
10,394 
20,394 
30,498 
40,1133 
50,1739 
60,2072 
70,2378 
80,2575 
90,2738 
100,3041 
110,3571 
120,4157 
130,4157 
140,6014 
150,6344 
160,6344 
170,6344 
180,6344 
190,6344 
200,6938 
210,7370 
220,7370 
230,7370 
240,7370 
243,7370 
