time,size_sent,size_rcv 
0,22.5578125,42.30546875 
10,57.9984375,243.7765625 
20,116.209375,623.015625 
30,232.00859375,1301.54140625 
40,420.24296875,2587.05234375 
50,638.40625,3857.06015625 
60,915.821875,5545.34375 
70,1186.41953125,7219.4328125 
80,1498.4609375,8851.97421875 
90,1832.56015625,10632.99453125 
100,2417.1359375,12849.28828125 
110,3225.584375,14793.05546875 
120,4181.1609375,16991.91953125 
130,5199.3734375,20815.05703125 
140,6154.9671875,25462.60625 
150,7128.2265625,29538.48671875 
160,8114.690625,33452.5296875 
170,9016.153125,38178.69609375 
180,9744.30078125,42241.15234375 
190,10421.203125,47781.596875 
200,10962.703125,54241.625 
210,11480.2375,60483.60859375 
220,11857.33828125,65137.54140625 
230,11955.2078125,66648.54609375 
240,11985.45,67206.87109375 
243,11986.00625,67206.98203125 
