time,page 
0,59.34579995700789 
10,101.47843995354818 
20,56.8557692444658 
30,48.54136151532195 
40,156.16056883914456 
50,349.1348437558982 
60,237.4337599356802 
70,663.2207333196585 
80,756.4878624627593 
90,1205.7983717415875 
100,1889.9736002910877 
110,2272.594551090761 
120,1783.1953573581495 
130,1472.7743296874482 
140,1129.0490404548916 
150,1036.2939053795144 
160,1040.6005441162297 
170,952.7613923493525 
180,877.8687108809622 
190,754.4738504124292 
200,507.2823548152827 
210,437.8505860321416 
220,56.01974498116534 
230,43.79874426399757 
240,16.11971644319191 
250,14.51933438591453 
252,0.0 
