time,connect,request 
0,1.18,7.883 
10,1.143,6.892 
20,0.925,6.698 
30,0.925,6.698 
40,0.848,6.355 
50,0.848,6.355 
60,0.848,6.355 
70,0.848,6.355 
80,0.848,6.355 
90,0.823,0.517 
100,0.823,0.506 
110,0.823,0.501 
120,0.823,0.497 
130,0.823,0.497 
140,0.823,0.497 
150,0.823,0.497 
160,0.823,0.497 
170,0.823,0.497 
180,0.823,0.497 
190,0.823,0.495 
200,0.823,0.495 
210,0.823,0.495 
220,0.823,0.495 
230,0.823,0.495 
240,0.823,0.495 
250,0.823,0.495 
252,0.823,0.495 
