time,users_count,finish_users_count 
0,10,0 
10,18,0 
20,26,0 
30,36,0 
40,59,0 
50,83,1 
60,114,2 
70,156,2 
80,190,4 
90,260,7 
100,337,15 
110,426,19 
120,443,23 
130,443,25 
140,443,33 
150,443,48 
160,443,66 
170,443,80 
180,443,103 
190,443,142 
200,443,193 
210,443,296 
220,443,389 
230,443,431 
240,443,439 
250,443,443 
252,443,443 
