time,502,200,500,302 
90,70,967,,1877 
100,525,1181,9,2121 
110,1419,1294,56,2321 
120,2391,1407,163,2597 
130,3347,1513,333,2983 
140,3923,1647,542,3496 
150,4503,1775,767,4025 
160,4915,1925,1018,4499 
170,5243,2042,1293,5012 
180,5502,2179,1591,5502 
190,5605,2339,1914,5989 
200,5605,2514,2246,6471 
210,5605,2708,2588,6951 
220,5605,2837,2710,7239 
230,5605,2871,2741,7330 
240,5605,2887,2742,7359 
250,5605,2891,2742,7367 
252,5605,2891,2742,7368 
