time,users_count,finish_users_count 
0,1,0 
10,0.8,0 
20,0.8,0 
30,1,0 
40,2.3,0 
50,2.4,0.1 
60,3.1,0.1 
70,4.2,0 
80,3.4,0.2 
90,7,0.3 
100,7.7,0.8 
110,8.9,0.4 
120,1.7,0.4 
130,0,0.2 
140,0,0.8 
150,0,1.5 
160,0,1.8 
170,0,1.4 
180,0,2.3 
190,0,3.9 
200,0,5.1 
210,0,10.3 
220,0,9.3 
230,0,4.2 
240,0,0.8 
250,0,0.4 
252,0,0 
