time,502,200,500,302 
90,129,966,1,1697 
100,847,1110,22,1893 
110,1973,1228,88,2068 
120,3139,1314,194,2254 
130,4070,1397,390,2599 
140,4978,1499,599,2961 
150,5734,1613,809,3319 
160,6399,1709,1024,3647 
170,6905,1829,1276,3990 
180,7347,1936,1510,4322 
190,7567,2063,1826,4676 
200,7582,2186,2126,5053 
210,7582,2334,2375,5373 
220,7582,2474,2559,5735 
230,7582,2547,2626,5887 
240,7582,2569,2635,5933 
246,7582,2572,2638,5940 
