time,page 
0,178.83 
10,333.693 
20,425.635 
30,714.533 
40,1465.781 
50,1514.224 
60,3659.26 
70,4609.648 
80,7703.586 
90,8666.919 
100,9301.709 
110,11732.534 
120,11732.534 
130,11732.534 
140,11732.534 
150,11732.534 
160,11732.534 
170,11732.534 
180,11732.534 
190,11732.534 
200,11732.534 
210,11732.534 
220,11732.534 
230,11732.534 
240,11732.534 
246,11732.534 
