time,freemem@tsung_controller@ip-172-31-28-38 
0,3516.8359375 
10,3517.37890625 
20,3517.37890625 
30,3517.37890625 
40,3517.37890625 
50,3517.37890625 
60,3517.37890625 
70,3517.37890625 
80,3517.37890625 
90,3517.37890625 
100,3517.37890625 
110,3517.37890625 
120,3517.37890625 
130,3517.37890625 
140,3517.37890625 
150,3517.37890625 
160,3517.37890625 
170,3517.37890625 
180,3517.37890625 
190,3517.37890625 
200,3517.37890625 
210,3517.37890625 
220,3517.37890625 
230,3517.37890625 
240,3517.37890625 
246,3517.37890625 
