time,recvpackets@tsung_controller@ip-172-31-28-38 
10,391 
20,1051 
30,1051 
40,1326 
50,2074 
60,2175 
70,2862 
80,2862 
90,2862 
100,2862 
110,3940 
120,4269 
130,4609 
140,5463 
150,5463 
160,5463 
170,5463 
180,5463 
190,5463 
200,5463 
210,5463 
220,5463 
230,5463 
240,5463 
246,5463 
