time,users_count,finish_users_count 
0,1,0 
10,0.7,0 
20,0.7,0 
30,2.6,0 
40,1.9,0 
50,1.6,0.1 
60,4.4,0 
70,3.3,0.1 
80,4.4,0.2 
90,7.1,0.2 
100,8.5,0.1 
110,8.1,0.8 
120,0.3,0.6 
130,0,0.6 
140,0,1.1 
150,0,1.1 
160,0,1.6 
170,0,2.2 
180,0,2.5 
190,0,4.2 
200,0,3.7 
210,0,7.7 
220,0,10.9 
230,0,4.9 
240,0,1.7 
246,0,0.3 
