time,recvpackets@tsung_controller@ip-172-31-28-38 
10,391 
20,1051.0 
30,1032.0 
40,1326.0 
50,2074.0 
60,2175.0 
70,2862.0 
80,2141.0 
90,2453.0 
100,2644.0 
110,3940.0 
120,4269.0 
130,4609.0 
140,5463.0 
150,5403.0 
160,5371.0 
170,5002.0 
180,5208.0 
190,5445.0 
200,4918.0 
210,4693.0 
220,5196.0 
230,4435.0 
240,1726.0 
246,605.0 
