time,sentpackets@tsung_controller@ip-172-31-28-38 
10,491 
20,491 
30,491 
40,491 
50,491 
60,491 
70,491 
80,491 
90,491 
100,491 
110,491 
120,491 
130,491 
140,491 
150,491 
160,491 
170,491 
180,491 
190,491 
200,491 
210,491 
220,491 
230,491 
240,491 
246,378 
