time,users_count,finish_users_count 
0,10,0 
10,17,0 
20,24,0 
30,50,0 
40,69,0 
50,85,1 
60,129,1 
70,162,2 
80,206,4 
90,277,6 
100,362,7 
110,443,15 
120,446,21 
130,446,27 
140,446,38 
150,446,49 
160,446,65 
170,446,87 
180,446,112 
190,446,154 
200,446,191 
210,446,268 
220,446,377 
230,446,426 
240,446,443 
246,446,446 
