time,users,connected 
0,10,10 
10,17,17 
20,24,24 
30,50,50 
40,69,69 
50,84,84 
60,128,126 
70,160,159 
80,202,202 
90,271,269 
100,355,351 
110,428,425 
120,425,425 
130,419,419 
140,408,408 
150,397,397 
160,381,381 
170,359,359 
180,334,334 
190,292,292 
200,255,255 
210,178,188 
220,69,71 
230,20,23 
240,3,5 
246,0,0 
