time,sentpackets@tsung_controller@ip-172-31-28-38 
10,491 
20,794 
30,833 
40,1324 
50,1563 
60,1563 
70,2021 
80,2021 
90,2021 
100,2491 
110,3790 
120,4404 
130,4533 
140,4533 
150,4533 
160,4533 
170,4533 
180,4533 
190,4533 
200,4533 
210,4533 
220,4533 
230,4533 
240,4533 
246,4533 
