time,connect,request 
0,0.9,3.4 
10,0.9,7.2 
20,1.2,17.2 
30,1.1,17.8 
40,1.3,28.6 
50,1.8,34.1 
60,3.3,37.2 
70,4.3,36.8 
80,3.1,34.4 
90,7.3,41.5 
100,8.2,85.6 
110,8.5,128.9 
120,1.8,145.9 
130,0,154.3 
140,0,149.5 
150,0,144.8 
160,0,137.8 
170,0,132 
180,0,116.5 
190,0,106.5 
200,0,89.5 
210,0,73.9 
220,0,74.1 
230,0,30.6 
240,0,5.5 
250,0,1.5 
254,0,0.3 
