time,users,connected 
0,9,9 
10,18,9 
20,30,12 
30,42,11 
40,54,13 
50,73,18 
60,106,32 
70,148,43 
80,177,29 
90,245,68 
100,324,80 
110,405,79 
120,421,14 
130,421,-8 
140,421,-11 
150,421,-6 
160,421,-14 
170,421,-8 
180,421,-23 
190,421,-33 
200,421,-46 
210,421,-70 
220,421,-111 
230,421,-68 
240,421,-15 
250,421,-3 
254,421,-1 
