time,502,200,500,302 
90,53,901,,1628 
100,525,1066,7,1840 
110,1471,1187,59,2010 
120,2466,1300,190,2230 
130,3372,1377,388,2592 
140,4255,1493,570,2906 
150,5081,1591,759,3241 
160,5731,1696,988,3635 
170,6334,1807,1228,4001 
180,6715,1897,1516,4407 
190,7033,2015,1789,4763 
200,7257,2145,2032,5061 
210,7257,2276,2301,5400 
220,7257,2429,2534,5755 
230,7257,2512,2594,5918 
240,7257,2525,2606,5948 
250,7257,2528,2611,5955 
254,7257,2529,2611,5957 
