time,size_sent,size_rcv 
0,15.49375,55.6484375 
10,62.82421875,166.14140625 
20,177.8078125,941.4328125 
30,297.17734375,1767.5921875 
40,493.83984375,3244.01796875 
50,723.003125,4916.19921875 
60,998.3609375,6679.88984375 
70,1249.36640625,8113.64375 
80,1485.54453125,9725.99609375 
90,1768.5625,10763.69140625 
100,2279.57578125,12044.15546875 
110,3038.26328125,13842.134375 
120,3939.77890625,16136.97421875 
130,4937.30390625,19189.796875 
140,5919.0796875,23422.7390625 
150,6886.2765625,27082.7109375 
160,7824.203125,30756.03828125 
170,8737.23203125,34738.771875 
180,9560.4875,38308.940625 
190,10308.44921875,42888.96171875 
200,10915.390625,48130.3890625 
210,11400.06484375,53550.9953125 
220,11851.00234375,59887.36953125 
230,12038.52890625,63096.97734375 
240,12074.7140625,63573.1140625 
250,12085.1046875,63686.834375 
254,12086.8984375,63714.5359375 
