time,connect,request 
0,4.807824504818765,55.21871899826805 
10,0.0874326548596259,93.8053788480716 
20,0.15696487575958584,100.58254554191709 
30,0.10819885274593813,129.8977687745143 
40,0.4842574868904636,224.09615277895435 
50,0.18027678479438913,220.1323079750183 
60,3.846777955048273,422.1673862774056 
70,0.15731808882277049,765.5827765009069 
80,0.7432268663186888,530.6709400811685 
90,0.1693064412396179,1328.0831876498044 
100,0.11481383685191916,2052.3901140654903 
110,0.787930994466852,2187.4938858753208 
120,2.4541707181001584,1609.1357151676818 
130,0,1486.2237851311754 
140,0,1263.1427552185362 
150,0,1287.8255544237647 
160,0,1174.7916458907532 
170,0,1146.1224263772922 
180,0,982.9568218691072 
190,0,1002.7139312951497 
200,0,1070.849989243364 
210,0,377.0493008069122 
220,0,598.8526882612981 
230,0,185.61956642077618 
240,0,31.84724127068761 
250,0,21.895054238495653 
254,0,4.332458142389324 
