time,connect,request 
0,16.465,200.465 
10,16.465,344.0 
20,16.465,537.022 
30,16.465,657.072 
40,16.465,1116.837 
50,16.465,1116.837 
60,23.576,1706.304 
70,23.576,3162.997 
80,23.576,4035.35 
90,23.576,4699.705 
100,23.576,5158.322 
110,23.576,6695.874 
120,23.576,6695.874 
130,23.576,6695.874 
140,23.576,6695.874 
150,23.576,6695.874 
160,23.576,6695.874 
170,23.576,6695.874 
180,23.576,6695.874 
190,23.576,6695.874 
200,23.576,6695.874 
210,23.576,6695.874 
220,23.576,6695.874 
230,23.576,6695.874 
240,23.576,6695.874 
250,23.576,6695.874 
254,23.576,6695.874 
