time,sentpackets@tsung_controller@ip-172-31-28-38 
10,364 
20,349.0 
30,885.0 
40,811.0 
50,1351.0 
60,1477.0 
70,1744.0 
80,1544.0 
90,1618.0 
100,1783.0 
110,2656.0 
120,3708.0 
130,3886.0 
140,4303.0 
150,4444.0 
160,4198.0 
170,4138.0 
180,4508.0 
190,3719.0 
200,3927.0 
210,3777.0 
220,3551.0 
230,3860.0 
240,1584.0 
250,226.0 
254,96.0 
