time,recvpackets@tsung_controller@ip-172-31-26-131 
10,129 
20,129 
30,129 
40,129 
50,129 
60,129 
70,157 
80,157 
90,157 
100,157 
110,157 
120,157 
130,157 
140,157 
150,157 
160,157 
170,157 
180,157 
190,157 
200,157 
210,157 
220,157 
230,157 
