time,sentpackets@tsung_controller@ip-172-31-26-131 
10,343 
20,67 
30,42 
40,42 
50,42 
60,42 
70,42 
80,42 
90,42 
100,42 
110,42 
120,31 
130,31 
140,31 
150,31 
160,31 
170,31 
180,31 
190,31 
200,31 
210,31 
220,31 
230,31 
