time,sentpackets@tsung_controller@ip-172-31-26-131 
10,343 
20,343 
30,343 
40,343 
50,343 
60,343 
70,551 
80,551 
90,551 
100,551 
110,551 
120,551 
130,551 
140,551 
150,551 
160,551 
170,551 
180,551 
190,551 
200,551 
210,551 
220,551 
230,551 
