time,sentpackets@tsung_controller@ip-172-31-26-131 
10,343 
20,67.0 
30,42.0 
40,268.0 
50,127.0 
60,137.0 
70,551.0 
80,367.0 
90,274.0 
100,216.0 
110,314.0 
120,31.0 
130,191.0 
140,88.0 
150,224.0 
160,47.0 
170,90.0 
180,118.0 
190,132.0 
200,193.0 
210,177.0 
220,74.0 
230,49.0 
