time,session 
60,0 
70,6015.872000000003 
80,1897.1959999999963 
90,0 
100,3873.9508186976523 
110,3561.024775011714 
120,5425.264023554781 
130,4694.635402510103 
140,10171.974774328599 
150,10163.93785253711 
160,11507.107732408816 
170,7612.468631332851 
180,14975.521513792677 
190,14526.293095349989 
200,18189.382768857115 
210,15700.757692280735 
220,16908.64444571554 
230,15727.66646714426 
240,10519.755763638917 
250,6834.66919772552 
259,802.7392006141644 
