time,502,200,500,302 
90,14,846,,1547 
100,352,1030,3,1750 
110,1111,1132,42,1937 
120,2053,1224,117,2122 
130,2862,1298,250,2393 
140,3614,1373,413,2730 
150,4317,1467,563,3059 
160,4834,1558,731,3343 
170,5306,1650,928,3688 
180,5643,1735,1157,4041 
190,6006,1834,1363,4375 
200,6207,1939,1520,4627 
210,6220,2061,1798,5003 
220,6220,2171,1991,5271 
230,6220,2312,2185,5571 
240,6220,2370,2242,5699 
250,6220,2392,2265,5745 
259,6220,2395,2268,5749 
