time,users,connected 
0,9,9 
10,22,12 
20,29,8 
30,37,7 
40,56,19 
50,75,20 
60,100,22 
70,147,49 
80,167,20 
90,233,63 
100,290,58 
110,365,77 
120,383,14 
130,383,-4 
140,383,-7 
150,383,-6 
160,383,-12 
170,383,-11 
180,383,-14 
190,383,-22 
200,383,-33 
210,383,-47 
220,383,-45 
230,383,-100 
240,383,-55 
250,383,-19 
259,383,-3 
