time,freemem@tsung_controller@ip-172-31-24-43 
0,3516.10546875 
10,3517.8671875 
20,3517.8671875 
30,3517.8671875 
40,3517.8671875 
50,3517.8671875 
60,3517.8671875 
70,3517.8671875 
80,3517.8671875 
90,3517.8671875 
100,3517.8671875 
110,3517.8671875 
120,3517.8671875 
130,3517.8671875 
140,3517.8671875 
150,3517.8671875 
160,3517.8671875 
170,3517.8671875 
180,3517.8671875 
190,3517.8671875 
200,3517.8671875 
210,3517.8671875 
220,3517.8671875 
230,3517.8671875 
240,3517.8671875 
250,3517.8671875 
259,3517.8671875 
