time,sentpackets@tsung_controller@ip-172-31-24-43 
10,143 
20,340 
30,879 
40,1597 
50,1597 
60,1597 
70,1597 
80,1643 
90,1643 
100,1883 
110,2411 
120,3194 
130,3267 
140,3661 
150,3661 
160,3661 
170,3661 
180,3661 
190,3661 
200,3661 
210,3661 
220,3661 
230,3661 
240,3661 
250,3661 
259,3661 
