time,sentpackets@tsung_controller@ip-172-31-24-43 
10,143 
20,340.0 
30,879.0 
40,1597.0 
50,1154.0 
60,1461.0 
70,1509.0 
80,1643.0 
90,1383.0 
100,1883.0 
110,2411.0 
120,3194.0 
130,3267.0 
140,3661.0 
150,3535.0 
160,3641.0 
170,3283.0 
180,3255.0 
190,2962.0 
200,3090.0 
210,2795.0 
220,2913.0 
230,2460.0 
240,2454.0 
250,828.0 
259,352.0 
