time,page 
0,2.3 
10,8.1 
20,17.1 
30,15.7 
40,23 
50,32 
60,29.3 
70,35.2 
80,29.7 
90,33.6 
100,69.4 
110,102.5 
120,119.2 
130,115.4 
140,118.4 
150,113.9 
160,94.3 
170,98.8 
180,90.9 
190,89 
200,63.1 
210,70.9 
220,49.2 
230,55 
240,20.4 
250,7.6 
259,0.8 
