time,users,connected 
0,9,9 
10,22,21 
20,29,29 
30,37,36 
40,56,55 
50,75,75 
60,99,97 
70,147,146 
80,167,166 
90,233,229 
100,290,287 
110,364,364 
120,378,378 
130,374,374 
140,367,367 
150,361,361 
160,349,349 
170,338,338 
180,324,324 
190,302,302 
200,266,269 
210,222,222 
220,172,177 
230,75,77 
240,21,22 
250,3,3 
259,0,0 
