time,freemem@tsung_controller@ip-172-31-24-43 
0,3516.10546875 
10,3516.10546875 
20,3515.0703125 
30,3509.42578125 
40,3503.9765625 
50,3502.15625 
60,3494.12109375 
70,3485.0 
80,3476.07421875 
90,3462.22265625 
100,3457.12890625 
110,3440.65234375 
120,3438.11328125 
130,3424.125 
140,3422.1953125 
150,3406.58984375 
160,3404.58203125 
170,3402.89453125 
180,3401.828125 
190,3400.15234375 
200,3398.7109375 
210,3397.90234375 
220,3397.671875 
230,3397.671875 
240,3397.671875 
250,3397.671875 
259,3397.671875 
